Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Is EV?,Battery / Mileage,Notable Features
BYD,E6,2022,Hatchback,Petrol,9,3.50 - 8.50,13577,No,17.3 kmpl,"360 Camera, EBD, ABS, Leather Seats, Power Windows, Sunroof, Touchscreen, Connected Car, Android Auto"
Toyota,Urban Cruiser,2018,Hatchback,Petrol,24,3.50 - 8.50,11331,No,15.9 kmpl,"ESC, Hill Hold, ADAS, Sunroof, AC, Ventilated Seats, Touchscreen, Leather Seats, Voice Control, Wireless Charging"
Force,Gurkha,2016,Sedan,Petrol/Diesel,9,6.00 - 15.00,12747,No,20.8 kmpl,"Hill Hold, Airbags, AC, Leather Seats, Ventilated Seats, HUD, Connected Car"
Kia,Seltos,2017,Electric SUV,Petrol,8,12.00 - 25.00,3076,No,15.5 kmpl,"360 Camera, TPMS, Touchscreen, Sunroof, Leather Seats, AC, Power Windows, Android Auto"
BYD,Atto 3,2022,Hatchback,Petrol,22,3.50 - 8.50,8917,No,18.2 kmpl,"Hill Hold, 360 Camera, ESC, Ventilated Seats, Cruise Control, Leather Seats, Touchscreen, AC, Connected Car, Voice Control, Apple CarPlay"
Maruti Suzuki,Swift,2017,Compact SUV,Petrol/Diesel,23,7.00 - 18.00,12793,No,15.3 kmpl,"ESC, ABS, Hill Hold, Sunroof, Cruise Control, Touchscreen, AC, Ventilated Seats, Voice Control, HUD"
Tata,Punch,2017,Compact SUV,Diesel,8,7.00 - 18.00,14512,No,24.7 kmpl,"Airbags, ADAS, ABS, TPMS, Sunroof, Cruise Control, Leather Seats, AC, Power Windows, Connected Car"
Force,Gurkha,2023,Compact SUV,Petrol,1,7.00 - 18.00,7956,No,20.8 kmpl,"ADAS, EBD, TPMS, ABS, Sunroof, Power Windows, Leather Seats, HUD, Connected Car, Android Auto"
BYD,Atto 3,2018,Hatchback,Petrol/Diesel,17,3.50 - 8.50,13710,No,19.9 kmpl,"ABS, 360 Camera, Touchscreen, Cruise Control, AC, Leather Seats, Voice Control, Wireless Charging"
Honda,WR-V,2015,SUV,Diesel,3,10.00 - 30.00,5185,No,18.4 kmpl,"ABS, Airbags, Power Windows, Sunroof, Leather Seats, Wireless Charging, Apple CarPlay, Connected Car"
Lexus,RX,2018,Compact SUV,Petrol/CNG,16,7.00 - 18.00,8395,No,21.6 kmpl,"EBD, 360 Camera, Airbags, Leather Seats, Ventilated Seats, Power Windows, Touchscreen, Cruise Control, Apple CarPlay, HUD, Android Auto"
Volkswagen,Taigun,2020,Hatchback,Petrol,22,3.50 - 8.50,10362,No,21.9 kmpl,"360 Camera, ADAS, ESC, Leather Seats, AC, Power Windows, Cruise Control, HUD, Voice Control, Android Auto"
Volkswagen,Virtus,2022,Compact SUV,Diesel,9,7.00 - 18.00,12572,No,18.9 kmpl,"360 Camera, ADAS, Power Windows, Sunroof, Ventilated Seats, HUD"
Citroen,C3,2023,SUV,Petrol,13,10.00 - 30.00,4765,No,17.5 kmpl,"EBD, ABS, TPMS, Hill Hold, AC, Ventilated Seats, Touchscreen, Cruise Control, Sunroof, Android Auto"
Mahindra,Bolero,2022,SUV,Petrol,22,10.00 - 30.00,4331,No,18.2 kmpl,"Airbags, ABS, EBD, TPMS, Sunroof, Leather Seats, AC, Cruise Control, Apple CarPlay, Android Auto, Connected Car"
BYD,E6,2023,Sedan,Electric,1,7.20 - 19.50,10156,Yes,418 km range,"ADAS, ABS, Hill Hold, AC, Touchscreen, Sunroof, Ventilated Seats, Android Auto, HUD"
BMW,2 Series,2017,Hatchback,Petrol/CNG,14,3.50 - 8.50,16468,No,29.3 kmpl,"Airbags, EBD, AC, Touchscreen, Power Windows, HUD, Wireless Charging"
Toyota,Innova,2020,Compact SUV,Petrol,18,7.00 - 18.00,12082,No,19.8 kmpl,"TPMS, Airbags, Hill Hold, Leather Seats, AC, Power Windows, Sunroof, Touchscreen, Voice Control, HUD, Connected Car"
Volkswagen,Taigun,2018,Sedan,Petrol,3,6.00 - 15.00,4566,No,20.5 kmpl,"ESC, ABS, 360 Camera, Ventilated Seats, Cruise Control, Leather Seats, Connected Car, Wireless Charging, Apple CarPlay"
Mercedes,A-Class,2020,Compact SUV,Petrol/CNG,5,7.00 - 18.00,6716,No,27.4 kmpl,"ESC, 360 Camera, Touchscreen, Cruise Control, Power Windows, HUD, Voice Control, Connected Car"
Jeep,Meridian,2018,Hatchback,Electric,2,4.20 - 11.05,10823,Yes,238 km range,"Airbags, 360 Camera, ABS, EBD, Sunroof, Cruise Control, AC, Android Auto, Voice Control"
Lexus,NX,2017,Electric Hatchback,Petrol/CNG,13,6.00 - 12.00,2399,No,20.5 kmpl,"ADAS, Hill Hold, Leather Seats, AC, Power Windows, Wireless Charging"
Renault,Kiger,2015,Hatchback,Petrol,1,3.50 - 8.50,8634,No,21.1 kmpl,"360 Camera, ADAS, Airbags, Sunroof, Cruise Control, AC, Power Windows, Ventilated Seats, Android Auto"
Citroen,C5 Aircross,2022,Compact SUV,Petrol,14,7.00 - 18.00,8641,No,19.7 kmpl,"360 Camera, Airbags, EBD, ABS, Cruise Control, AC, Sunroof, Ventilated Seats, HUD, Voice Control"
Tata,Harrier,2022,Compact SUV,Petrol,24,7.00 - 18.00,7475,No,18.9 kmpl,"EBD, Hill Hold, 360 Camera, ABS, Ventilated Seats, Power Windows, Touchscreen, Android Auto, Apple CarPlay, Voice Control"
Mahindra,Scorpio,2021,SUV,Electric,19,12.00 - 39.00,3664,Yes,443 km range,"Hill Hold, ABS, ADAS, TPMS, AC, Power Windows, Leather Seats, Voice Control, Android Auto, HUD"
Mercedes,C-Class,2017,Hatchback,Petrol/CNG,2,3.50 - 8.50,8408,No,27.4 kmpl,"Hill Hold, ABS, ADAS, Sunroof, Cruise Control, Touchscreen, Apple CarPlay"
Maruti Suzuki,Wagon R,2021,Compact SUV,Petrol/CNG,12,7.00 - 18.00,14437,No,24.9 kmpl,"Hill Hold, ADAS, Cruise Control, Ventilated Seats, Sunroof, Power Windows, Connected Car, Wireless Charging, Android Auto"
BMW,X1,2018,Electric Hatchback,Diesel,25,6.00 - 12.00,1208,No,24.5 kmpl,"ABS, ESC, Sunroof, Cruise Control, AC, Power Windows, HUD"
Maruti Suzuki,Fronx,2022,Hatchback,Petrol,3,3.50 - 8.50,13207,No,17.4 kmpl,"EBD, ESC, Airbags, 360 Camera, Sunroof, AC, Cruise Control, Touchscreen, Apple CarPlay"
MG,Astor,2019,Hatchback,Petrol,3,3.50 - 8.50,14848,No,18.7 kmpl,"EBD, ESC, TPMS, AC, Sunroof, Leather Seats, Apple CarPlay"
Skoda,Kushaq,2023,Compact SUV,Diesel,7,7.00 - 18.00,13800,No,25.1 kmpl,"ABS, EBD, TPMS, Power Windows, Cruise Control, Touchscreen, AC, Ventilated Seats, Voice Control"
Toyota,Fortuner,2016,Sedan,Petrol/CNG,23,6.00 - 15.00,5275,No,21.2 kmpl,"ABS, ADAS, Touchscreen, Ventilated Seats, Leather Seats, Connected Car"
Skoda,Kushaq,2021,Luxury,Petrol/CNG,23,30.00 - 100.00,189,No,24.7 kmpl,"EBD, 360 Camera, ESC, ABS, AC, Leather Seats, Sunroof, Power Windows, Ventilated Seats, Wireless Charging"
MG,ZS EV,2017,Compact SUV,Petrol,21,7.00 - 18.00,14872,No,15.4 kmpl,"Airbags, TPMS, Sunroof, Power Windows, Touchscreen, AC, Leather Seats, Connected Car"
Jeep,Meridian,2021,SUV,Petrol,13,10.00 - 30.00,6604,No,15.8 kmpl,"EBD, TPMS, ESC, Cruise Control, Sunroof, Power Windows, Leather Seats, Android Auto"
Tata,Nexon,2021,Compact SUV,Electric,2,8.40 - 23.40,12960,Yes,240 km range,"TPMS, 360 Camera, Ventilated Seats, Sunroof, AC, Wireless Charging"
Honda,Amaze,2021,Sedan,Petrol,20,6.00 - 15.00,11057,No,19.4 kmpl,"ABS, EBD, Power Windows, Sunroof, AC, Apple CarPlay"
Toyota,Hilux,2022,Luxury,Petrol,23,30.00 - 100.00,637,No,16.1 kmpl,"Hill Hold, Airbags, Cruise Control, AC, Leather Seats, Sunroof, Voice Control, Android Auto"
Mercedes,C-Class,2017,Electric SUV,Petrol,20,12.00 - 25.00,3050,No,23.4 kmpl,"EBD, Hill Hold, ABS, ESC, Power Windows, Leather Seats, Cruise Control, Voice Control, Connected Car, Apple CarPlay"
Nissan,Kicks,2019,Sedan,Petrol,5,6.00 - 15.00,4796,No,16.9 kmpl,"ABS, EBD, Airbags, Hill Hold, Power Windows, Ventilated Seats, Sunroof, Leather Seats, Cruise Control, Connected Car, Wireless Charging, Voice Control"
Kia,Sonet,2020,Compact SUV,Petrol,22,7.00 - 18.00,14181,No,21.6 kmpl,"ADAS, EBD, TPMS, Sunroof, AC, Power Windows, Cruise Control, Leather Seats, Apple CarPlay"
BMW,2 Series,2020,Luxury,Petrol/Diesel,13,30.00 - 100.00,460,No,15.3 kmpl,"Airbags, ADAS, ESC, Cruise Control, Ventilated Seats, Power Windows, Connected Car, HUD, Android Auto"
BMW,X1,2019,Compact SUV,Diesel,20,7.00 - 18.00,13161,No,20.9 kmpl,"Airbags, TPMS, ADAS, ABS, Leather Seats, Sunroof, Cruise Control, HUD"
Jeep,Meridian,2023,SUV,Petrol,25,10.00 - 30.00,5073,No,19.7 kmpl,"ABS, Hill Hold, 360 Camera, Touchscreen, AC, Power Windows, Cruise Control, Leather Seats, Wireless Charging, Voice Control, Apple CarPlay"
Lexus,NX,2018,Electric SUV,Diesel,14,12.00 - 25.00,1938,No,25.2 kmpl,"ADAS, 360 Camera, Airbags, Power Windows, Leather Seats, Sunroof, Wireless Charging, Apple CarPlay, Voice Control"
Honda,WR-V,2016,Electric SUV,Petrol/Diesel,2,12.00 - 25.00,3717,No,21.2 kmpl,"TPMS, ABS, ESC, 360 Camera, Power Windows, Ventilated Seats, AC, Leather Seats, Touchscreen, Android Auto"
Tata,Harrier,2017,Compact SUV,Petrol/CNG,24,7.00 - 18.00,6639,No,25.0 kmpl,"ESC, ABS, ADAS, Airbags, Touchscreen, Sunroof, Cruise Control, AC, Power Windows, Android Auto"
Toyota,Hilux,2022,Luxury,Electric,5,36.00 - 130.00,249,Yes,500 km range,"EBD, 360 Camera, Cruise Control, Sunroof, Touchscreen, AC, HUD, Apple CarPlay, Wireless Charging"
Kia,EV6,2015,Electric Hatchback,Petrol,4,6.00 - 12.00,1623,No,22.4 kmpl,"EBD, TPMS, Touchscreen, Ventilated Seats, Leather Seats, HUD, Wireless Charging"
BMW,3 Series,2015,Compact SUV,Petrol,23,7.00 - 18.00,12531,No,16.0 kmpl,"EBD, 360 Camera, Ventilated Seats, Touchscreen, AC, Power Windows, Leather Seats, HUD, Voice Control, Android Auto"
Nissan,Kicks,2017,Hatchback,Petrol,24,3.50 - 8.50,9350,No,22.1 kmpl,"EBD, Airbags, Sunroof, Cruise Control, Touchscreen, AC, Power Windows, Connected Car, Wireless Charging"
BYD,E6,2017,Sedan,Petrol,4,6.00 - 15.00,10835,No,15.0 kmpl,"360 Camera, ABS, Airbags, Leather Seats, Ventilated Seats, Sunroof, Android Auto, Connected Car, Wireless Charging"
Kia,Sonet,2015,MPV,Petrol,21,8.00 - 20.00,2898,No,19.1 kmpl,"Hill Hold, EBD, Airbags, TPMS, Leather Seats, Touchscreen, Cruise Control, Android Auto, Voice Control"
Honda,City,2022,Hatchback,Diesel,11,3.50 - 8.50,17818,No,23.7 kmpl,"360 Camera, Airbags, EBD, Leather Seats, Ventilated Seats, Cruise Control, AC, Power Windows, Wireless Charging"
MG,Hector,2022,Compact SUV,Petrol,6,7.00 - 18.00,8213,No,24.8 kmpl,"Airbags, TPMS, ABS, Hill Hold, Touchscreen, Ventilated Seats, Sunroof, AC, HUD, Voice Control, Android Auto"
Volkswagen,Taigun,2016,MPV,Diesel,15,8.00 - 20.00,4807,No,24.4 kmpl,"ABS, TPMS, AC, Power Windows, Touchscreen, Ventilated Seats, Apple CarPlay, Android Auto, Voice Control"
Audi,Q5,2018,Hatchback,Petrol,21,3.50 - 8.50,13278,No,23.6 kmpl,"360 Camera, Hill Hold, ADAS, Leather Seats, Power Windows, AC, Sunroof, Cruise Control, Android Auto, Voice Control, Connected Car"
Hyundai,i20,2018,Luxury,Petrol/CNG,2,30.00 - 100.00,427,No,26.5 kmpl,"ADAS, 360 Camera, EBD, Airbags, Ventilated Seats, Sunroof, Cruise Control, Voice Control, Connected Car"
Jeep,Compass,2017,SUV,Petrol,21,10.00 - 30.00,5449,No,16.3 kmpl,"ADAS, TPMS, EBD, Airbags, Touchscreen, Leather Seats, Sunroof, Connected Car, Wireless Charging, HUD"
Renault,Triber,2020,SUV,Petrol,3,10.00 - 30.00,5135,No,22.2 kmpl,"ESC, ADAS, Airbags, Touchscreen, Leather Seats, Sunroof, Power Windows, Cruise Control, Apple CarPlay, Wireless Charging"
Force,Gurkha,2019,Sedan,Petrol/Diesel,22,6.00 - 15.00,8562,No,21.5 kmpl,"ESC, Airbags, ABS, AC, Power Windows, Sunroof, Ventilated Seats, HUD"
Hyundai,Alcazar,2020,Hatchback,Diesel,10,3.50 - 8.50,17520,No,24.7 kmpl,"TPMS, Airbags, 360 Camera, ABS, Power Windows, Leather Seats, Ventilated Seats, HUD"
MG,Astor,2016,Compact SUV,Petrol,17,7.00 - 18.00,11383,No,16.8 kmpl,"ADAS, EBD, AC, Ventilated Seats, Cruise Control, Touchscreen, Voice Control"
Renault,Triber,2016,Hatchback,Petrol/CNG,24,3.50 - 8.50,17118,No,22.1 kmpl,"360 Camera, ADAS, ABS, Airbags, Power Windows, Cruise Control, Leather Seats, AC, Connected Car, Android Auto, Voice Control"
Jeep,Compass,2021,Compact SUV,Diesel,6,7.00 - 18.00,15099,No,25.0 kmpl,"ABS, TPMS, Ventilated Seats, Touchscreen, Leather Seats, Connected Car, Android Auto, Voice Control"
Audi,Q3,2018,Electric Hatchback,Petrol,20,6.00 - 12.00,4509,No,18.9 kmpl,"Airbags, Hill Hold, Leather Seats, Cruise Control, AC, Ventilated Seats, Sunroof, Wireless Charging"
Volkswagen,Taigun,2022,SUV,Petrol,5,10.00 - 30.00,7130,No,16.1 kmpl,"360 Camera, ADAS, Airbags, ESC, AC, Touchscreen, Cruise Control, Android Auto, Wireless Charging, Voice Control"
Mahindra,XUV 700,2020,Sedan,Petrol,10,6.00 - 15.00,10996,No,21.0 kmpl,"ESC, Airbags, TPMS, Sunroof, Leather Seats, Power Windows, AC, Voice Control, HUD, Connected Car"
BMW,2 Series,2016,Hatchback,Petrol,14,3.50 - 8.50,15777,No,23.2 kmpl,"Hill Hold, ABS, TPMS, ESC, Touchscreen, Leather Seats, Sunroof, AC, Android Auto"
Tata,Nexon,2018,MPV,Electric,14,9.60 - 26.00,5066,Yes,240 km range,"Hill Hold, 360 Camera, Airbags, Leather Seats, Power Windows, AC, Touchscreen, Voice Control, Android Auto, HUD"
BMW,2 Series,2015,Compact SUV,Petrol,15,7.00 - 18.00,10144,No,23.5 kmpl,"360 Camera, ADAS, TPMS, Airbags, Touchscreen, AC, Ventilated Seats, Cruise Control, Apple CarPlay"
Skoda,Kushaq,2015,Electric Hatchback,Petrol,22,6.00 - 12.00,2216,No,20.5 kmpl,"ESC, Airbags, AC, Ventilated Seats, Sunroof, Android Auto"
Force,Gurkha,2023,Sedan,Diesel,19,6.00 - 15.00,11526,No,20.6 kmpl,"ADAS, Airbags, ESC, Cruise Control, Touchscreen, Power Windows, HUD, Android Auto"
MG,Hector,2020,Compact SUV,Petrol,23,7.00 - 18.00,11692,No,24.2 kmpl,"Hill Hold, EBD, Leather Seats, Ventilated Seats, Sunroof, Power Windows, HUD, Connected Car"
Toyota,Hilux,2023,Hatchback,Petrol,24,3.50 - 8.50,16092,No,16.3 kmpl,"TPMS, ADAS, ESC, Sunroof, Power Windows, Leather Seats, Wireless Charging, Apple CarPlay, HUD"
Toyota,Innova,2020,Hatchback,Petrol,13,3.50 - 8.50,15951,No,16.6 kmpl,"ABS, ADAS, 360 Camera, Hill Hold, Touchscreen, Leather Seats, Sunroof, Ventilated Seats, Power Windows, HUD, Wireless Charging, Connected Car"
Renault,Triber,2018,Hatchback,Petrol,14,3.50 - 8.50,18158,No,20.5 kmpl,"ABS, ESC, EBD, Ventilated Seats, Power Windows, Cruise Control, Sunroof, Wireless Charging, HUD"
BMW,2 Series,2020,Compact SUV,Petrol,5,7.00 - 18.00,10473,No,20.4 kmpl,"Hill Hold, EBD, Power Windows, Touchscreen, Ventilated Seats, Sunroof, Leather Seats, Wireless Charging, Connected Car"
Honda,WR-V,2015,Compact SUV,Electric,22,8.40 - 23.40,6988,Yes,445 km range,"ESC, EBD, 360 Camera, Airbags, Cruise Control, AC, Touchscreen, Wireless Charging, Apple CarPlay, Android Auto"
Citroen,C5 Aircross,2020,Compact SUV,Electric,17,8.40 - 23.40,9015,Yes,238 km range,"EBD, Hill Hold, Airbags, Sunroof, Ventilated Seats, Power Windows, Cruise Control, Connected Car, Apple CarPlay"
Jeep,Meridian,2015,MPV,Diesel,7,8.00 - 20.00,3815,No,21.3 kmpl,"EBD, ADAS, Sunroof, AC, Leather Seats, Touchscreen, Ventilated Seats, Wireless Charging, Connected Car, Voice Control"
Nissan,Magnite,2017,Electric Hatchback,Electric,1,7.20 - 15.60,1374,Yes,365 km range,"ABS, ESC, 360 Camera, Power Windows, Ventilated Seats, AC, Leather Seats, Touchscreen, Voice Control, HUD"
BMW,2 Series,2020,Compact SUV,Petrol,9,7.00 - 18.00,14282,No,19.6 kmpl,"Hill Hold, Airbags, ESC, EBD, Touchscreen, Power Windows, Leather Seats, Cruise Control, AC, Apple CarPlay, Wireless Charging"
Skoda,Slavia,2020,SUV,Diesel,3,10.00 - 30.00,5774,No,23.9 kmpl,"TPMS, 360 Camera, Cruise Control, Leather Seats, AC, Sunroof, Android Auto, HUD, Wireless Charging"
Mercedes,C-Class,2017,Sedan,Petrol/CNG,23,6.00 - 15.00,9123,No,29.1 kmpl,"Airbags, 360 Camera, ADAS, ESC, Power Windows, AC, Touchscreen, Apple CarPlay"
Nissan,Magnite,2016,MPV,Petrol/CNG,1,8.00 - 20.00,3135,No,27.3 kmpl,"ADAS, 360 Camera, Ventilated Seats, Touchscreen, Leather Seats, Android Auto"
Volkswagen,Polo,2020,SUV,Diesel,7,10.00 - 30.00,3116,No,23.5 kmpl,"ADAS, Airbags, ABS, EBD, Leather Seats, AC, Power Windows, Cruise Control, HUD, Connected Car, Wireless Charging"
Honda,Amaze,2021,Electric SUV,Petrol,21,12.00 - 25.00,3758,No,17.6 kmpl,"ABS, Hill Hold, ADAS, Leather Seats, Ventilated Seats, Sunroof, Cruise Control, Wireless Charging"
MG,Hector,2021,Compact SUV,Petrol/CNG,17,7.00 - 18.00,9447,No,25.9 kmpl,"360 Camera, ABS, Touchscreen, Ventilated Seats, Sunroof, Power Windows, Android Auto"
Honda,WR-V,2018,Electric SUV,Diesel,14,12.00 - 25.00,1749,No,22.2 kmpl,"360 Camera, EBD, Sunroof, Cruise Control, Touchscreen, Ventilated Seats, HUD, Wireless Charging"
Hyundai,i20,2018,Hatchback,Electric,17,4.20 - 11.05,16900,Yes,389 km range,"ADAS, Hill Hold, 360 Camera, EBD, Touchscreen, Power Windows, Leather Seats, AC, Cruise Control, Apple CarPlay, Android Auto"
Mercedes,GLA,2023,Hatchback,Diesel,10,3.50 - 8.50,11728,No,19.4 kmpl,"Hill Hold, 360 Camera, ADAS, AC, Leather Seats, Cruise Control, Voice Control"
Citroen,C5 Aircross,2023,Hatchback,Petrol,3,3.50 - 8.50,11079,No,24.2 kmpl,"EBD, Hill Hold, ESC, Cruise Control, Ventilated Seats, Touchscreen, Sunroof, Leather Seats, Android Auto, HUD, Connected Car"
Kia,Sonet,2015,Compact SUV,Petrol,22,7.00 - 18.00,8322,No,24.4 kmpl,"ADAS, 360 Camera, ESC, TPMS, Sunroof, AC, Cruise Control, Ventilated Seats, Leather Seats, Voice Control"
Hyundai,Aura,2019,Compact SUV,Petrol,3,7.00 - 18.00,8055,No,15.7 kmpl,"ABS, TPMS, Touchscreen, Power Windows, Cruise Control, Android Auto"
MG,Comet EV,2017,Hatchback,Electric,7,4.20 - 11.05,19222,Yes,294 km range,"ABS, ESC, EBD, ADAS, Leather Seats, Sunroof, AC, Cruise Control, Touchscreen, Wireless Charging, HUD"
Maruti Suzuki,Wagon R,2015,Hatchback,Petrol,19,3.50 - 8.50,16573,No,19.1 kmpl,"Airbags, 360 Camera, TPMS, Sunroof, Ventilated Seats, Leather Seats, Android Auto"
Citroen,C5 Aircross,2023,Hatchback,Petrol,3,3.50 - 8.50,15970,No,20.7 kmpl,"Hill Hold, TPMS, Ventilated Seats, Sunroof, Power Windows, Touchscreen, HUD"
Tata,Altroz,2015,Electric Hatchback,Diesel,12,6.00 - 12.00,4582,No,26.0 kmpl,"ABS, TPMS, EBD, Leather Seats, Ventilated Seats, AC, Connected Car"
Kia,Seltos,2021,Compact SUV,Petrol,17,7.00 - 18.00,10407,No,21.3 kmpl,"EBD, Airbags, ESC, Cruise Control, Power Windows, AC, Sunroof, Leather Seats, Android Auto, Apple CarPlay, Wireless Charging"
Mercedes,A-Class,2017,Hatchback,Diesel,19,3.50 - 8.50,10146,No,22.7 kmpl,"360 Camera, ADAS, TPMS, Sunroof, AC, Leather Seats, Touchscreen, Android Auto"
Jeep,Compass,2020,Hatchback,Petrol,17,3.50 - 8.50,13720,No,19.4 kmpl,"Hill Hold, ESC, Leather Seats, Touchscreen, Ventilated Seats, Cruise Control, Android Auto, Apple CarPlay"
Mahindra,XUV 700,2023,Sedan,Petrol,25,6.00 - 15.00,7488,No,17.6 kmpl,"EBD, TPMS, Airbags, Sunroof, Power Windows, Leather Seats, Touchscreen, AC, HUD, Apple CarPlay, Wireless Charging"
Maruti Suzuki,Swift,2022,Hatchback,Petrol,21,3.50 - 8.50,14552,No,15.4 kmpl,"TPMS, ESC, AC, Touchscreen, Sunroof, Power Windows, Ventilated Seats, Voice Control, Wireless Charging, Apple CarPlay"
Hyundai,Creta,2019,Compact SUV,Petrol,15,7.00 - 18.00,9742,No,19.0 kmpl,"360 Camera, ABS, Ventilated Seats, Touchscreen, AC, Power Windows, Cruise Control, HUD, Wireless Charging"
Mercedes,A-Class,2019,Hatchback,Electric,21,4.20 - 11.05,10581,Yes,276 km range,"Hill Hold, ADAS, Airbags, Power Windows, Touchscreen, Cruise Control, AC, Connected Car, HUD, Android Auto"
BMW,3 Series,2020,Hatchback,Petrol,12,3.50 - 8.50,12499,No,24.3 kmpl,"TPMS, 360 Camera, ESC, Ventilated Seats, Sunroof, AC, Touchscreen, Cruise Control, Apple CarPlay"
Mahindra,Thar,2015,SUV,Petrol,20,10.00 - 30.00,6088,No,20.9 kmpl,"TPMS, EBD, Leather Seats, AC, Ventilated Seats, Power Windows, Connected Car, Apple CarPlay"
MG,Gloster,2021,Hatchback,Diesel,7,3.50 - 8.50,13608,No,21.7 kmpl,"ADAS, 360 Camera, Touchscreen, Power Windows, Leather Seats, Android Auto, HUD"
Mahindra,Bolero,2022,Electric Hatchback,Petrol,3,6.00 - 12.00,2377,No,16.1 kmpl,"Hill Hold, ESC, Ventilated Seats, AC, Touchscreen, Cruise Control, Sunroof, Voice Control"
Tata,Altroz,2018,Sedan,Petrol,9,6.00 - 15.00,6898,No,18.7 kmpl,"ABS, EBD, 360 Camera, Cruise Control, Leather Seats, AC, Sunroof, Power Windows, Connected Car"
Honda,Elevate,2018,Hatchback,Petrol,21,3.50 - 8.50,16230,No,22.2 kmpl,"Hill Hold, 360 Camera, TPMS, Airbags, AC, Cruise Control, Touchscreen, Leather Seats, Power Windows, HUD"
Nissan,Kicks,2023,MPV,Petrol,3,8.00 - 20.00,3007,No,24.3 kmpl,"ABS, ESC, Hill Hold, ADAS, Power Windows, Cruise Control, Sunroof, Leather Seats, Touchscreen, Connected Car, Apple CarPlay"
BYD,E6,2015,Luxury,Petrol,13,30.00 - 100.00,526,No,18.5 kmpl,"Hill Hold, 360 Camera, Touchscreen, Sunroof, Power Windows, HUD, Android Auto"
Renault,Kiger,2015,Hatchback,Electric,14,4.20 - 11.05,14253,Yes,267 km range,"Hill Hold, EBD, Cruise Control, Touchscreen, Ventilated Seats, Leather Seats, Power Windows, HUD, Connected Car"
MG,Hector,2016,Compact SUV,Petrol,14,7.00 - 18.00,8654,No,16.3 kmpl,"Hill Hold, ESC, Touchscreen, AC, Cruise Control, Leather Seats, Android Auto, Wireless Charging, Voice Control"
Tata,Harrier,2019,Sedan,Petrol,17,6.00 - 15.00,7750,No,22.8 kmpl,"Hill Hold, ADAS, ABS, ESC, Leather Seats, Sunroof, Power Windows, AC, Cruise Control, Android Auto"
BYD,Atto 3,2019,Hatchback,Petrol,15,3.50 - 8.50,14699,No,23.1 kmpl,"ESC, Airbags, Power Windows, Leather Seats, Sunroof, Cruise Control, Connected Car"
BYD,E6,2018,Hatchback,Petrol/CNG,10,3.50 - 8.50,15055,No,27.4 kmpl,"Hill Hold, 360 Camera, ESC, Sunroof, Cruise Control, Power Windows, AC, Ventilated Seats, Wireless Charging, HUD, Android Auto"
Mercedes,C-Class,2022,Compact SUV,Petrol/CNG,24,7.00 - 18.00,10217,No,21.9 kmpl,"EBD, Hill Hold, ADAS, Cruise Control, Ventilated Seats, Power Windows, AC, Sunroof, Android Auto, Voice Control"
Hyundai,Venue,2022,Compact SUV,Petrol/CNG,2,7.00 - 18.00,11763,No,27.9 kmpl,"ABS, TPMS, Airbags, Ventilated Seats, Leather Seats, Power Windows, Touchscreen, Android Auto, HUD, Voice Control"
BMW,3 Series,2018,Compact SUV,Petrol,8,7.00 - 18.00,7759,No,18.9 kmpl,"ESC, TPMS, ABS, Touchscreen, Ventilated Seats, Leather Seats, Sunroof, Cruise Control, Wireless Charging, Voice Control, HUD"
Skoda,Superb,2022,Compact SUV,Petrol,25,7.00 - 18.00,13217,No,21.1 kmpl,"ABS, EBD, Hill Hold, 360 Camera, AC, Power Windows, Touchscreen, Sunroof, Apple CarPlay"
Nissan,Magnite,2018,Compact SUV,Petrol,12,7.00 - 18.00,7354,No,20.2 kmpl,"Hill Hold, Airbags, ABS, 360 Camera, Sunroof, Leather Seats, Touchscreen, Power Windows, Cruise Control, Apple CarPlay"
Honda,City,2019,SUV,Petrol,16,10.00 - 30.00,4450,No,22.5 kmpl,"Hill Hold, EBD, ESC, Leather Seats, Power Windows, Cruise Control, Apple CarPlay, HUD"
Kia,EV6,2016,SUV,Petrol,15,10.00 - 30.00,3018,No,17.3 kmpl,"EBD, Airbags, Leather Seats, Power Windows, Sunroof, Wireless Charging, HUD"
Mercedes,C-Class,2018,Compact SUV,Petrol,24,7.00 - 18.00,8115,No,24.2 kmpl,"ESC, EBD, ABS, Cruise Control, Leather Seats, Ventilated Seats, Touchscreen, AC, HUD, Connected Car"
Renault,Kwid,2020,Compact SUV,Petrol,19,7.00 - 18.00,14235,No,21.9 kmpl,"ESC, ADAS, AC, Cruise Control, Touchscreen, Leather Seats, HUD, Apple CarPlay"
Maruti Suzuki,Baleno,2016,MPV,Petrol,21,8.00 - 20.00,5861,No,24.2 kmpl,"ABS, Airbags, ESC, ADAS, Cruise Control, Sunroof, Power Windows, Apple CarPlay, Android Auto"
Skoda,Superb,2017,Compact SUV,Petrol,22,7.00 - 18.00,13491,No,16.4 kmpl,"Airbags, ABS, TPMS, ESC, Cruise Control, Power Windows, Ventilated Seats, Leather Seats, Touchscreen, Android Auto"
MG,Gloster,2019,Hatchback,Petrol,12,3.50 - 8.50,12200,No,16.7 kmpl,"EBD, Hill Hold, ABS, 360 Camera, Sunroof, Cruise Control, Leather Seats, Android Auto, Apple CarPlay, Voice Control"
